area,n_quartos,n_banheiros,vizinhanca,ano_contrucao,preco
256.78,3,3,Rural,2008,298433.52
264.59,5,2,Urbano,1983,205346.28
196.95,5,1,Urbano,1982,140599.0
118.92,5,3,Suburbio,1987,180002.98
198.16,2,1,Suburbio,2004,252473.86
143.81,2,3,Suburbio,1960,242295.21
144.09,4,1,Suburbio,1982,173514.39
243.41,5,2,Suburbio,2002,255181.12
263.57,5,2,Urbano,1985,380188.16
110.28,5,3,Urbano,1977,192265.58
162.67,3,2,Urbano,1995,190598.08
173.64,3,2,Urbano,2006,125218.36
233.28,4,2,Suburbio,1967,296649.27
220.83,5,1,Rural,1963,340306.88
94.58,3,1,Suburbio,1982,208840.22
172.61,5,3,Urbano,1995,219431.55
224.45,5,2,Urbano,1978,320108.99
265.7,3,2,Suburbio,1965,299160.62
212.19,3,3,Rural,1981,296525.93
184.32,2,3,Rural,1986,258795.62
130.9,3,1,Suburbio,1979,70053.4
225.38,2,2,Urbano,2018,257955.12
250.19,3,2,Rural,1979,220267.23
137.78,5,2,Rural,1966,207386.88
216.19,3,1,Urbano,1992,253866.14
150.78,4,1,Suburbio,1963,202509.99
153.75,5,1,Suburbio,1979,228706.11
164.16,4,2,Suburbio,2001,224619.15
277.78,5,3,Urbano,1994,360435.99
94.48,3,1,Rural,2001,186579.67
109.9,3,2,Urbano,1978,135998.88
130.44,3,1,Rural,2007,186127.09
167.04,2,3,Rural,1988,141386.95
271.28,3,2,Suburbio,1977,296313.49
200.11,4,1,Urbano,1969,325157.4
137.31,2,2,Suburbio,1960,113789.75
261.62,3,3,Rural,2017,344740.93
258.27,2,3,Rural,1955,358851.84
93.55,2,3,Suburbio,1986,129791.05
158.31,5,3,Urbano,1958,223608.51
217.49,2,2,Urbano,1964,188037.07
224.27,2,1,Urbano,2010,306971.68
236.16,5,3,Suburbio,1952,258661.15
200.58,3,2,Suburbio,1954,262400.27
142.14,4,3,Rural,1951,204744.82
177.63,2,3,Urbano,1966,133551.72
248.42,4,2,Suburbio,2006,291209.75
222.04,2,2,Rural,1994,217355.97
233.37,4,2,Suburbio,1968,281553.67
156.82,5,3,Rural,2016,262690.61
188.96,2,3,Urbano,1972,251003.0
144.19,2,1,Rural,2009,177705.59
134.25,3,3,Suburbio,1996,200080.04
198.53,3,1,Suburbio,1970,188775.83
252.23,2,3,Urbano,1952,331602.27
158.4,5,1,Urbano,2019,195744.03
111.02,4,1,Suburbio,1965,24264.53
172.71,3,1,Suburbio,1994,277646.19
256.41,3,2,Urbano,1992,291720.79
266.26,3,2,Suburbio,1979,274861.27
217.95,3,1,Urbano,2010,361883.46
274.9,5,2,Rural,2012,344570.66
259.76,2,3,Suburbio,1961,237230.62
235.51,4,2,Urbano,2009,243656.38
151.15,3,2,Suburbio,1987,189503.14
183.95,5,3,Suburbio,1993,302072.67
249.44,5,3,Rural,2021,293758.06
151.34,3,1,Urbano,1950,203695.93
203.27,4,2,Rural,1996,294416.43
211.35,3,3,Rural,1988,226430.96
260.31,5,3,Rural,1958,310803.41
96.9,4,2,Rural,1975,144552.78
231.61,5,2,Suburbio,1991,246969.71
138.24,2,1,Urbano,1963,128764.96
109.63,5,2,Rural,2014,191100.41
195.1,3,3,Suburbio,2010,291918.23
127.56,4,2,Urbano,1962,161416.49
151.15,3,1,Urbano,2004,177200.58
181.72,2,2,Suburbio,1976,202641.32
99.03,4,2,Rural,1988,117765.79
236.72,4,2,Suburbio,1979,246131.24
196.49,4,3,Urbano,1992,139792.68
258.36,5,3,Rural,1957,225722.94
165.18,3,3,Urbano,1955,252142.74
153.29,4,3,Rural,1962,273092.09
267.19,4,1,Rural,1997,262766.77
210.61,4,3,Suburbio,1986,256736.43
124.49,2,3,Rural,2001,153443.21
176.7,4,1,Rural,1961,199471.62
260.87,5,3,Suburbio,1990,302665.92
216.19,5,3,Rural,2015,296329.13
129.79,4,3,Suburbio,1971,248871.1
158.12,5,2,Urbano,1969,223390.63
229.56,5,1,Urbano,1997,307044.38
101.82,4,3,Suburbio,1971,139257.5
218.69,5,1,Rural,1968,310866.15
206.99,2,3,Urbano,2015,285552.02
134.52,4,2,Urbano,1963,150335.87
226.78,3,3,Rural,1953,293494.66
248.24,5,3,Rural,2020,272590.31
99.96,4,2,Suburbio,1995,126924.02
176.05,3,2,Suburbio,1985,150122.06
143.81,2,1,Urbano,2014,293389.71
166.95,2,1,Rural,1978,328707.69
227.43,4,3,Rural,1968,310265.34
227.8,4,3,Rural,1978,301260.65
233.0,2,2,Suburbio,1962,267286.06
168.53,2,3,Suburbio,2016,151615.34
187.76,2,1,Suburbio,2011,182370.83
105.35,3,2,Urbano,1961,161081.99
153.57,3,2,Rural,1974,234976.96
211.54,4,2,Suburbio,1992,231099.39
239.97,3,3,Rural,1960,329017.17
211.63,5,1,Suburbio,1990,216113.12
152.83,2,2,Rural,1952,193750.82
262.45,4,1,Urbano,2006,342984.18
159.7,3,2,Urbano,2011,299374.85
234.3,4,2,Urbano,1992,321102.24
149.76,3,1,Suburbio,1980,145743.03
137.78,4,2,Rural,1987,171404.82
192.22,2,3,Rural,1974,172117.06
229.1,2,1,Suburbio,2012,308614.97
242.01,2,1,Rural,1982,270007.18
153.01,3,2,Suburbio,1969,165392.84
166.39,4,1,Rural,1959,172312.23
146.6,4,3,Urbano,1977,145183.68
188.31,4,2,Rural,1967,195160.75
256.32,5,3,Rural,1973,390157.25
92.9,3,3,Rural,1994,122700.81
214.88,2,3,Suburbio,1967,343412.84
102.94,2,1,Rural,2000,96468.77
260.13,4,2,Suburbio,2018,368811.52
241.36,4,2,Rural,1964,243079.25
135.55,5,3,Rural,2004,244638.12
117.52,3,3,Suburbio,1978,200480.79
200.76,4,2,Urbano,1987,242636.67
228.26,4,2,Urbano,1985,201423.49
96.9,3,3,Urbano,1989,165265.59
175.12,4,2,Suburbio,1993,222407.65
235.32,2,3,Urbano,1971,232725.74
180.51,3,3,Suburbio,2000,280344.17
184.13,2,3,Suburbio,1972,233950.61
117.15,5,3,Rural,1971,169185.49
160.44,4,1,Urbano,1987,198224.54
151.62,4,2,Urbano,1951,149874.12
106.93,3,2,Rural,1964,143457.09
112.6,5,2,Suburbio,2017,146703.1
187.2,3,3,Rural,2021,282649.77
209.68,5,1,Rural,1951,212940.88
172.99,3,2,Urbano,1985,243122.01
150.69,3,3,Urbano,1959,144194.35
276.57,4,3,Suburbio,1974,320975.55
126.35,4,1,Suburbio,2013,171768.61
122.54,5,1,Rural,1987,156997.21
113.43,2,3,Rural,1968,185998.31
276.39,2,2,Suburbio,1968,303064.85
256.51,3,3,Suburbio,1971,330509.88
112.32,4,1,Urbano,2007,141618.36
224.73,3,3,Urbano,1950,234557.22
179.3,5,3,Rural,2002,289716.55
242.11,3,1,Suburbio,1964,349054.33
138.24,3,1,Urbano,2009,178557.68
268.95,3,3,Suburbio,2006,269918.6
148.65,5,1,Rural,1972,179119.47
164.72,5,2,Rural,2011,203471.62
277.22,3,2,Urbano,1984,353257.03
174.38,4,2,Suburbio,2014,292116.95
231.05,5,1,Suburbio,2004,365260.38
157.84,2,3,Urbano,1956,171317.65
245.91,3,3,Urbano,1983,320648.78
134.8,4,3,Rural,1999,222664.57
131.18,5,3,Rural,1986,184965.84
274.71,3,2,Suburbio,1959,333303.84
257.71,4,3,Suburbio,1993,372804.55
137.03,2,3,Urbano,1989,138164.96
116.59,5,1,Rural,2013,175839.17
201.88,5,1,Rural,2013,288670.8
104.61,2,3,Urbano,2010,72904.64
129.23,5,2,Rural,1983,89918.28
265.15,4,2,Suburbio,1953,331868.91
137.4,5,2,Rural,1985,266028.91
185.06,3,1,Suburbio,1984,237122.46
224.83,2,2,Suburbio,2018,245438.07
178.56,3,1,Rural,2012,201259.4
130.16,5,2,Urbano,2019,170471.21
118.27,3,1,Suburbio,1967,220582.48
171.31,4,1,Suburbio,1984,230197.79
276.94,3,1,Suburbio,2011,392966.96
272.48,4,3,Suburbio,1982,395052.75
105.72,4,1,Urbano,2005,192230.68
102.38,4,1,Urbano,1993,50973.73
210.43,2,1,Rural,2003,282230.34
198.81,3,2,Suburbio,1987,231235.92
207.82,4,1,Suburbio,1981,206821.53
137.78,4,3,Suburbio,2020,158845.24
141.96,3,2,Suburbio,2003,161160.99
252.14,5,2,Urbano,1998,351336.45
113.62,2,3,Suburbio,1957,89354.83
213.03,4,1,Suburbio,1975,187655.97
264.59,5,1,Rural,1982,278448.52
267.93,5,2,Urbano,1981,357286.49
200.39,5,3,Rural,1971,193007.96
103.4,4,2,Urbano,1951,41103.87
228.91,4,2,Rural,1983,249860.63
152.64,4,1,Suburbio,2001,160576.2
153.29,3,1,Urbano,1962,202990.78
221.85,4,3,Urbano,2005,303712.2
209.5,2,2,Urbano,1953,257324.13
135.36,3,3,Urbano,1975,223732.16
127.65,2,2,Suburbio,2005,175541.12
244.06,5,3,Suburbio,1957,303270.98
260.31,3,3,Suburbio,1989,238083.81
149.57,3,3,Rural,1952,152874.26
112.04,3,3,Suburbio,1969,73481.42
236.25,2,2,Urbano,1999,214461.9
231.42,2,3,Suburbio,1966,286062.02
269.88,5,2,Suburbio,2012,282112.23
229.1,4,3,Rural,1966,332638.75
178.0,2,1,Urbano,2020,316983.84
122.63,5,2,Rural,1965,99495.74
101.45,4,2,Suburbio,1965,209201.42
225.85,3,2,Rural,1982,277274.8
202.62,4,3,Rural,2018,252899.35
173.82,2,2,Urbano,1955,139759.64
102.01,5,3,Urbano,1977,50140.63
113.71,3,3,Urbano,2000,137779.29
171.96,3,1,Urbano,1965,263712.31
133.78,4,1,Rural,1984,156795.42
159.7,4,1,Suburbio,1977,138486.37
147.16,2,3,Rural,2016,175613.45
225.2,3,2,Urbano,1993,318674.5
240.99,4,2,Urbano,2020,304797.32
262.17,3,1,Urbano,1956,297770.68
98.76,5,2,Urbano,2005,169875.51
164.16,5,1,Rural,1993,200641.67
144.84,2,1,Rural,1999,244999.35
213.86,3,2,Suburbio,1998,261231.9
253.9,4,2,Urbano,1954,265749.85
155.06,5,3,Rural,1966,249219.47
264.4,5,2,Suburbio,1964,193745.75
236.16,2,2,Suburbio,1962,288122.53
210.98,5,1,Suburbio,1950,230027.1
127.0,2,3,Suburbio,1964,116310.14
161.93,3,2,Urbano,1992,159500.14
150.22,4,3,Suburbio,1967,150133.11
186.27,3,3,Urbano,1966,199265.82
278.15,3,1,Suburbio,2011,275429.23
197.05,3,1,Suburbio,1986,217648.12
212.84,4,2,Rural,1963,256408.61
193.52,3,1,Urbano,2008,170662.44
139.26,3,3,Urbano,1985,125326.15
216.56,2,1,Suburbio,1990,231178.84
233.74,2,1,Urbano,1957,291927.23
186.36,2,3,Rural,2021,152588.65
130.99,4,3,Suburbio,2019,113659.34
187.39,5,1,Rural,1986,244068.5
200.95,5,1,Suburbio,2008,230107.8
272.39,3,1,Urbano,2012,270900.0
218.42,5,3,Suburbio,1968,227856.72
135.92,3,3,Suburbio,2014,130337.19
158.03,2,1,Urbano,2007,132798.23
247.12,3,2,Rural,1982,342321.61
273.88,4,3,Urbano,1962,289981.03
107.95,5,1,Suburbio,2003,115099.8
98.38,3,3,Suburbio,1994,173067.71
273.88,2,1,Suburbio,1973,266388.76
190.82,4,1,Rural,2000,305025.05
123.75,3,1,Urbano,1984,143409.06
99.87,3,2,Urbano,2004,194000.51
258.08,3,2,Urbano,1964,295834.43
122.26,4,3,Urbano,2015,214497.78
259.48,3,3,Urbano,2006,380637.38
226.68,2,2,Urbano,2016,280914.5
277.87,2,1,Urbano,1969,290099.6
110.46,2,2,Urbano,1982,101065.59
233.37,2,2,Urbano,2021,292055.44
270.53,4,1,Suburbio,2005,318847.4
217.21,2,3,Urbano,2005,217551.51
120.31,2,2,Suburbio,2013,201638.08
139.35,5,3,Urbano,1997,177637.71
109.25,2,2,Urbano,1977,59683.6
167.13,4,2,Suburbio,1976,201151.2
167.69,5,3,Urbano,1963,204280.64
172.71,5,3,Rural,1953,246654.16
254.74,4,1,Urbano,1954,160017.84
112.78,5,1,Suburbio,1953,64968.31
267.47,3,2,Suburbio,1964,385025.29
153.48,2,2,Suburbio,1990,179461.93
148.27,3,1,Urbano,2005,169791.35
252.42,4,1,Rural,2001,320345.47
218.79,3,2,Rural,1960,204480.65
104.7,4,1,Urbano,1968,123485.11
212.93,3,3,Suburbio,1961,252085.43
144.0,2,2,Suburbio,1999,113415.91
237.65,4,2,Rural,2009,253723.45
257.99,4,2,Urbano,1960,215738.17
221.95,4,2,Rural,2006,326469.01
150.32,5,3,Urbano,1997,149149.76
125.14,2,1,Rural,2018,109876.86
106.0,5,2,Suburbio,2002,203566.72
201.41,5,2,Rural,1996,255096.99
166.39,2,2,Urbano,1984,190754.79
115.57,4,2,Suburbio,2000,131134.47
229.01,5,3,Rural,2010,287623.2
158.12,5,1,Rural,1964,132889.81
214.88,4,3,Rural,1973,348990.06
252.14,2,2,Urbano,1959,228978.41
198.35,2,2,Urbano,1995,220107.14
112.69,2,3,Rural,1968,66902.74
248.33,5,2,Rural,1991,382135.1
270.26,2,3,Rural,1967,246993.68
111.39,2,3,Suburbio,1955,94231.87
130.44,5,1,Suburbio,1965,207061.99
131.92,2,1,Rural,1974,137668.0
93.46,3,1,Suburbio,2019,28130.84
267.65,2,1,Suburbio,1999,304972.92
236.72,2,3,Urbano,1983,308436.12
147.81,4,2,Suburbio,2005,178890.77
119.38,5,3,Rural,2011,120061.4
155.15,4,2,Suburbio,1954,176708.21
128.95,3,1,Suburbio,1962,191720.24
131.46,2,2,Urbano,2015,251576.29
165.65,4,2,Suburbio,1978,187283.51
186.36,4,3,Suburbio,2020,223728.92
254.18,3,1,Rural,2007,339060.1
201.88,2,3,Suburbio,1976,266857.57
277.13,4,2,Urbano,1973,373478.54
187.11,2,2,Urbano,2005,189279.86
132.57,3,2,Urbano,1986,137691.31
263.01,3,3,Rural,1971,265131.63
186.18,2,3,Suburbio,2016,166182.04
215.16,3,3,Suburbio,2008,242877.15
123.84,5,1,Suburbio,1995,162897.51
118.08,4,2,Urbano,1977,67228.25
191.94,5,3,Urbano,1960,244441.58
231.42,5,3,Urbano,2018,239681.78
122.45,3,3,Rural,1969,169926.77
233.65,3,3,Urbano,1982,303476.18
141.77,2,3,Urbano,1972,155354.42
163.42,5,3,Rural,2012,237048.81
203.92,4,3,Rural,2021,202541.5
255.76,2,1,Rural,2009,291217.38
248.24,2,3,Suburbio,1980,230962.41
122.63,2,1,Urbano,2006,182290.31
161.47,3,1,Suburbio,1999,168635.66
192.03,3,2,Urbano,1991,204247.4
237.37,2,2,Rural,1973,227193.19
246.56,3,1,Suburbio,1985,375012.73
134.99,3,1,Urbano,2019,110971.81
162.12,2,3,Rural,2001,178670.59
278.06,4,1,Urbano,1967,311396.77
269.7,4,3,Rural,1983,269911.87
270.72,3,3,Rural,1962,243906.73
179.12,4,2,Urbano,1997,190777.37
171.59,4,1,Suburbio,1952,235199.33
173.45,3,3,Rural,1972,254273.97
164.72,4,1,Urbano,1972,216637.73
100.52,3,3,Rural,2002,47472.64
143.26,5,2,Rural,1979,172788.47
122.73,2,3,Suburbio,1964,249422.81
165.83,4,2,Suburbio,1968,196394.58
209.68,2,2,Rural,1979,188338.52
142.98,2,2,Urbano,1996,135204.37
116.22,3,2,Urbano,1977,121199.86
170.48,4,2,Suburbio,2012,244888.71
259.01,4,1,Rural,2000,271852.16
134.52,5,1,Urbano,2000,236303.25
210.15,4,3,Urbano,2008,236434.3
138.33,4,2,Urbano,2007,187166.18
269.88,3,2,Urbano,1992,262243.61
135.92,2,1,Urbano,1977,208482.74
275.36,5,1,Rural,1992,335781.38
121.98,4,2,Rural,2002,272670.74
204.2,4,1,Rural,1978,239831.43
253.53,5,1,Urbano,1997,263708.15
204.67,3,2,Rural,2005,247914.63
274.53,4,2,Suburbio,2012,290152.57
128.58,4,2,Rural,2016,230184.75
120.22,5,3,Urbano,1993,10873.21
207.92,2,2,Rural,1964,252509.7
184.41,4,3,Suburbio,2014,244014.14
254.37,4,1,Suburbio,1988,253680.91
163.6,2,2,Urbano,1998,247575.81
269.14,4,1,Rural,1978,346769.01
164.25,2,1,Suburbio,1975,203436.77
194.91,3,3,Urbano,1972,140575.97
124.77,2,2,Suburbio,1990,97726.51
254.28,2,3,Urbano,1997,392441.97
106.0,4,1,Suburbio,1980,137310.77
159.51,4,3,Urbano,2004,273266.8
206.43,5,2,Rural,1972,181356.13
273.32,4,2,Rural,1960,271054.47
203.83,4,1,Urbano,1989,220359.75
130.53,2,2,Suburbio,1986,173006.23
264.87,3,3,Suburbio,1958,359415.07
113.99,4,3,Rural,2020,125882.69
130.99,2,1,Rural,1967,244795.03
181.25,5,1,Urbano,1955,254067.66
176.24,5,3,Suburbio,1971,204736.51
274.81,3,1,Urbano,1984,315152.6
157.01,3,3,Rural,1981,189264.23
174.38,3,3,Urbano,1967,213961.05
165.92,2,3,Urbano,1971,167479.43
98.57,4,3,Urbano,1986,117775.68
218.32,2,1,Suburbio,1979,231003.52
254.46,5,3,Urbano,1982,289570.3
277.41,5,2,Urbano,1994,341612.97
277.04,4,1,Rural,1988,338494.71
174.47,3,3,Suburbio,2015,227142.09
200.3,5,1,Rural,1958,261841.08
242.2,3,2,Rural,2010,272754.64
242.76,2,2,Suburbio,1950,267366.49
205.5,3,3,Rural,2002,172768.94
125.88,2,2,Rural,1995,117069.21
99.41,4,3,Rural,1956,145143.29
117.24,3,3,Rural,1993,127917.44
121.24,4,1,Suburbio,1994,112507.07
144.65,3,3,Suburbio,1953,321252.33
208.75,5,3,Urbano,1993,296226.73
218.42,4,3,Rural,1968,295657.29
163.6,3,3,Urbano,2014,149073.17
147.44,4,3,Urbano,1974,175104.2
99.69,3,3,Rural,1968,80658.81
235.42,2,3,Suburbio,2013,254557.28
106.0,4,1,Urbano,1996,145158.25
242.29,5,1,Rural,1975,306302.1
102.29,4,3,Urbano,1993,160046.45
244.24,2,1,Urbano,1977,272379.71
241.92,2,3,Urbano,2003,263003.89
193.98,5,3,Suburbio,2002,215389.01
110.74,2,2,Urbano,1996,137901.97
181.35,5,1,Rural,1989,232584.5
193.7,3,2,Suburbio,1999,259587.4
237.37,2,3,Rural,1966,256585.29
210.33,3,3,Rural,2014,244061.64
254.37,3,3,Rural,1950,234917.06
130.9,2,1,Urbano,2003,129619.22
120.68,5,1,Suburbio,2020,216312.15
206.06,5,1,Urbano,1974,137858.66
134.99,5,1,Rural,2017,169585.34
146.14,2,2,Urbano,1977,170569.48
150.32,3,2,Urbano,1988,156081.35
151.99,4,1,Suburbio,1972,96217.4
120.77,4,1,Rural,1980,144361.49
165.18,2,2,Rural,2008,231404.6
230.31,4,1,Rural,2021,300599.23
184.69,3,3,Urbano,2015,218206.86
111.58,4,3,Urbano,1951,216586.18
155.43,5,1,Suburbio,1977,213008.31
267.47,3,1,Suburbio,1967,210534.25
120.87,2,3,Rural,2003,169879.74
245.91,2,1,Urbano,1975,342310.96
124.12,5,3,Urbano,1958,170516.75
95.78,4,3,Rural,1988,105832.6
278.15,2,1,Suburbio,2002,334395.83
197.05,2,1,Suburbio,1955,192968.21
258.46,3,3,Suburbio,1986,243331.36
164.62,3,1,Urbano,2021,158454.46
205.69,3,1,Urbano,1996,231082.16
238.2,3,2,Rural,1996,296605.55
192.4,2,2,Suburbio,2003,278377.58
211.17,3,3,Suburbio,1997,273559.32
208.94,5,3,Suburbio,1995,98051.97
213.21,5,3,Suburbio,1984,251439.82
154.59,3,2,Rural,2005,71732.23
233.0,3,3,Rural,1957,269120.0
123.28,4,3,Rural,1959,160023.85
166.85,3,2,Urbano,2014,201772.36
204.67,2,3,Suburbio,2021,337817.63
168.43,5,1,Urbano,1996,221187.92
154.59,5,2,Rural,1993,147484.68
162.12,2,3,Rural,1981,189325.39
190.08,3,3,Urbano,1965,210707.64
179.21,4,1,Urbano,1982,167881.48
182.28,5,2,Urbano,1975,284390.32
244.24,4,1,Urbano,1999,341534.29
222.32,5,1,Rural,1971,265998.09
210.7,4,3,Urbano,1983,348697.84
262.45,5,3,Urbano,1994,299604.16
202.81,4,3,Urbano,1969,275211.93
127.46,3,1,Urbano,1956,173268.93
119.29,3,2,Urbano,2012,199352.14
141.21,2,3,Rural,1966,240870.19
229.75,2,1,Urbano,2004,242011.76
157.56,4,3,Rural,1963,211725.63
167.78,4,1,Rural,1965,300490.04
152.92,5,2,Suburbio,1984,141586.39
245.73,2,1,Suburbio,1964,338942.03
241.92,2,2,Rural,2006,265383.98
105.45,5,1,Rural,2019,134642.09
101.73,4,2,Rural,1969,75454.06
199.0,2,2,Urbano,2005,182097.23
222.69,4,2,Rural,1999,256418.18
118.27,3,2,Suburbio,1982,99206.86
268.77,4,3,Rural,1977,342856.25
174.38,3,3,Rural,1961,235040.71
171.78,3,1,Suburbio,2000,215675.7
204.39,5,3,Urbano,1961,230857.92
269.05,5,2,Rural,1952,266491.49
257.53,3,3,Suburbio,2021,320679.39
165.65,5,2,Urbano,2020,200351.86
213.68,2,3,Urbano,1952,248886.62
200.76,2,1,Suburbio,2009,260784.83
269.14,4,1,Suburbio,2015,321366.43
105.07,3,2,Rural,2003,116396.74
192.03,4,2,Suburbio,1981,342503.49
199.37,3,3,Suburbio,2021,202884.67
200.58,3,3,Urbano,2020,176162.74
222.04,4,2,Suburbio,1978,262345.15
127.46,4,1,Urbano,2016,148496.76
199.65,4,1,Rural,1966,253180.48
228.73,4,2,Suburbio,1964,218515.0
261.06,2,1,Suburbio,1985,209442.74
241.46,3,2,Rural,2006,338563.73
167.88,5,3,Suburbio,1971,246785.22
161.93,3,1,Suburbio,1989,220914.36
97.55,2,1,Suburbio,2016,67918.5
200.67,3,2,Suburbio,2019,224692.04
202.62,2,3,Suburbio,2015,235731.53
98.01,3,1,Suburbio,1987,206972.99
243.03,2,1,Urbano,1980,245149.82
161.93,5,3,Suburbio,2020,245052.88
132.57,5,3,Suburbio,1963,124435.96
133.97,5,2,Rural,1957,182582.5
272.58,5,1,Suburbio,1988,392969.5
277.5,2,1,Rural,1981,364323.92
123.1,3,3,Rural,2021,158641.79
152.27,5,3,Rural,1986,129667.31
247.22,5,1,Rural,1959,271207.28
169.83,3,3,Urbano,1965,165426.2
100.24,3,2,Urbano,2020,112675.55
136.85,4,2,Suburbio,1959,218341.32
127.83,3,3,Rural,2019,136297.3
268.68,3,1,Urbano,1951,388167.59
178.19,3,3,Urbano,1965,152681.69
123.75,4,1,Urbano,1985,191122.67
204.2,3,2,Suburbio,1957,194853.27
248.98,2,2,Suburbio,1993,284683.61
133.78,5,2,Urbano,2015,137013.27
104.52,2,1,Suburbio,2004,235085.23
252.42,4,3,Rural,1956,309735.84
113.16,4,1,Suburbio,1962,76998.56
180.88,4,1,Rural,1958,165637.21
118.64,4,2,Suburbio,2017,104910.01
233.0,4,3,Rural,1954,308884.12
148.09,5,1,Suburbio,2004,160639.5
179.67,3,3,Suburbio,1969,235038.31
105.91,2,1,Rural,2013,174264.13
171.41,2,1,Rural,1967,129414.05
186.46,3,2,Rural,1999,299796.27
244.34,4,2,Urbano,2003,234507.06
174.29,3,2,Suburbio,1992,270881.99
253.53,4,3,Suburbio,2001,296948.13
103.03,5,1,Urbano,1993,236085.04
192.77,2,2,Suburbio,1967,200795.13
245.08,2,3,Rural,1955,260560.83
149.76,5,3,Rural,2013,226682.23
248.7,5,1,Urbano,1984,247841.5
159.05,4,2,Suburbio,1997,133626.22
278.06,3,2,Suburbio,1958,356881.0
217.58,4,2,Urbano,2012,310358.59
206.43,4,2,Rural,2012,303978.29
166.76,2,3,Rural,2019,232657.0
160.54,4,2,Suburbio,1959,166112.45
192.22,3,2,Rural,1987,237147.12
139.73,4,3,Suburbio,1966,130733.32
238.11,2,1,Rural,2018,353284.84
235.7,3,1,Rural,1979,297015.17
271.09,3,3,Suburbio,2013,353509.95
189.52,2,3,Suburbio,1970,246170.43
122.07,2,2,Rural,1961,130633.09
228.45,4,1,Suburbio,1964,353587.0
223.99,2,1,Rural,2015,259563.52
99.96,5,2,Suburbio,2005,201663.49
183.67,2,2,Urbano,1990,202004.54
176.33,5,2,Suburbio,1969,351061.9
222.41,2,2,Rural,1977,278980.26
203.27,5,3,Rural,2010,231328.73
244.52,5,3,Rural,2015,248049.94
245.26,2,2,Urbano,1974,332003.71
190.17,3,1,Rural,1969,217932.75
158.96,3,1,Suburbio,1951,128163.27
191.19,5,1,Suburbio,2001,215358.84
235.7,3,1,Rural,1989,256076.66
262.36,2,1,Suburbio,1961,253397.79
266.35,5,2,Rural,2021,381750.16
172.15,4,1,Urbano,2019,179418.66
230.77,5,3,Rural,1994,255811.28
200.76,4,3,Urbano,1962,240490.67
266.82,4,1,Rural,1986,332330.0
241.27,5,3,Urbano,2007,297104.14
263.29,4,2,Urbano,1966,421462.35
158.68,3,1,Urbano,1976,193004.28
270.53,4,2,Suburbio,1967,400754.33
240.99,3,3,Suburbio,1970,316406.52
117.43,5,1,Suburbio,1963,148679.3
123.75,4,2,Urbano,1957,189907.87
110.28,4,2,Suburbio,2008,158489.14
193.8,3,2,Suburbio,2009,263594.08
168.99,3,2,Suburbio,2013,169404.33
213.86,5,2,Suburbio,1988,241615.89
238.3,5,3,Rural,1961,262043.32
203.83,4,1,Urbano,2019,301852.6
234.67,2,2,Rural,2004,349839.91
277.5,4,2,Urbano,1974,307700.75
237.46,4,3,Rural,1984,229861.53
120.59,5,1,Suburbio,1991,105530.85
111.48,5,1,Suburbio,1969,205684.27
200.48,4,1,Rural,2008,213666.67
118.08,3,1,Rural,1997,147051.9
142.51,5,1,Suburbio,1952,207867.91
229.01,4,3,Suburbio,2018,324345.55
196.03,2,2,Rural,1965,141830.11
95.69,4,1,Urbano,2008,119396.65
199.18,2,1,Rural,1970,242960.53
99.22,2,2,Rural,1964,38873.11
247.96,2,2,Rural,1987,234252.33
174.84,4,1,Rural,1995,259858.81
182.09,5,3,Rural,1991,174653.96
169.64,3,2,Suburbio,1992,269776.5
234.02,3,2,Rural,1986,295364.88
178.65,4,3,Suburbio,2009,284546.88
201.51,4,2,Suburbio,2012,248086.49
184.23,2,2,Rural,2004,231292.78
218.88,5,1,Rural,2008,217855.34
137.5,4,2,Rural,1987,133982.85
272.11,3,2,Urbano,2012,302456.46
212.38,4,3,Urbano,1965,280827.3
120.03,5,2,Suburbio,1997,175798.62
227.8,5,3,Rural,1953,230676.99
100.8,4,3,Suburbio,2007,141899.44
189.43,4,3,Rural,1976,194322.09
160.44,5,2,Rural,1976,166464.86
151.15,5,3,Rural,2002,97818.16
103.77,2,1,Suburbio,1975,203358.84
117.89,4,2,Urbano,1978,176442.54
224.64,4,2,Suburbio,1988,329068.96
183.76,4,3,Suburbio,1975,150393.83
172.24,3,3,Urbano,1960,185655.76
107.86,2,3,Rural,2013,92940.99
157.84,5,3,Suburbio,1957,189809.9
197.6,2,1,Rural,1962,260512.49
248.61,3,2,Rural,1999,280270.55
108.33,2,3,Urbano,1950,120042.84
120.68,3,1,Suburbio,2014,186735.44
95.41,2,3,Urbano,1992,125094.24
227.33,2,1,Suburbio,1957,223615.69
260.78,2,2,Urbano,1982,342769.1
145.02,4,1,Rural,2005,194267.47
174.84,5,3,Urbano,1968,145310.42
107.3,2,2,Rural,1970,175084.49
218.04,4,3,Suburbio,1971,323031.53
220.27,4,2,Suburbio,1971,233695.36
199.18,4,3,Urbano,2000,247708.39
276.76,3,1,Urbano,1998,201444.95
153.38,2,2,Rural,1957,91905.53
237.0,5,1,Suburbio,2017,271546.48
169.08,2,1,Rural,1956,234635.94
276.2,2,3,Urbano,2010,281397.79
144.93,5,2,Urbano,1963,162608.52
203.18,4,1,Urbano,2019,273298.02
193.7,2,3,Urbano,2005,284386.84
219.53,4,3,Suburbio,1987,313709.57
249.82,4,1,Rural,1980,334360.38
